RUN	nature.GatlingNature	gatlingnature	1587294654174	 	3.3.1
USER	Testing Nature Caculating	8	START	1587294657463	1587294657463
USER	Testing Nature Caculating	10	START	1587294657470	1587294657470
USER	Testing Nature Caculating	6	START	1587294657462	1587294657462
USER	Testing Nature Caculating	5	START	1587294657456	1587294657456
USER	Testing Nature Caculating	9	START	1587294657468	1587294657468
USER	Testing Nature Caculating	1	START	1587294657448	1587294657448
USER	Testing Nature Caculating	2	START	1587294657451	1587294657451
USER	Testing Nature Caculating	3	START	1587294657454	1587294657454
USER	Testing Nature Caculating	4	START	1587294657455	1587294657455
USER	Testing Nature Caculating	7	START	1587294657464	1587294657464
REQUEST	1		nature_login	1587294657566	1587294658659	OK	 
REQUEST	5		nature_login	1587294657550	1587294658661	OK	 
REQUEST	8		nature_login	1587294657551	1587294658649	OK	 
REQUEST	4		nature_login	1587294657568	1587294658732	OK	 
REQUEST	10		nature_login	1587294657550	1587294658735	OK	 
REQUEST	9		nature_login	1587294657561	1587294658736	OK	 
REQUEST	2		nature_login	1587294657567	1587294658740	OK	 
REQUEST	3		nature_login	1587294657567	1587294658754	OK	 
REQUEST	6		nature_login	1587294657550	1587294658759	OK	 
REQUEST	7		nature_login	1587294657571	1587294658761	OK	 
REQUEST	1		nature_request	1587294658726	1587294658775	OK	 
USER	Testing Nature Caculating	1	END	1587294657448	1587294658789
REQUEST	4		nature_request	1587294658735	1587294658815	OK	 
REQUEST	5		nature_request	1587294658721	1587294658817	OK	 
USER	Testing Nature Caculating	4	END	1587294657455	1587294658816
USER	Testing Nature Caculating	5	END	1587294657456	1587294658818
REQUEST	10		nature_request	1587294658736	1587294658832	OK	 
USER	Testing Nature Caculating	10	END	1587294657470	1587294658833
REQUEST	9		nature_request	1587294658738	1587294658838	OK	 
USER	Testing Nature Caculating	9	END	1587294657468	1587294658839
REQUEST	8		nature_request	1587294658727	1587294658860	OK	 
USER	Testing Nature Caculating	8	END	1587294657463	1587294658862
REQUEST	2		nature_request	1587294658742	1587294658902	OK	 
USER	Testing Nature Caculating	2	END	1587294657451	1587294658903
REQUEST	6		nature_request	1587294658763	1587294658908	OK	 
USER	Testing Nature Caculating	6	END	1587294657462	1587294658908
REQUEST	3		nature_request	1587294658759	1587294658985	OK	 
REQUEST	7		nature_request	1587294658764	1587294658987	OK	 
USER	Testing Nature Caculating	3	END	1587294657454	1587294658986
USER	Testing Nature Caculating	7	END	1587294657464	1587294658988
